Storyteller,ID,ID,ID,,,,Line,,Notes by AR,Notes by DK
Integrated,Storyteller_,0211,Storyteller_0211,,,,"Just then, erm, how about a very small yet very deadly beetle landed upon Hydra-slaying Zagreus, ending his attempt?",,,
Integrated,Storyteller_,0212,Storyteller_0212,,,,"The never-learning Zagreus then... carelessly fell off a precipice, or something, plunging him into the rapids of the Styx.",,,
Integrated,Storyteller_,0213,Storyteller_0213,,,,The unrelenting Underworld Prince again vainly attempted to proceed beyond the current limits of this tale.,,,
Integrated,Storyteller_,0214,Storyteller_0214,,,,"The hint-ignoring Prince again attempted to transgress, to no avail, into domains not yet prepared for his arrival.",,,
Integrated,Storyteller_,0215,Storyteller_0215,,,,"The burning fields of Asphodel again proved unable to stop the flame-resistant Prince, but then, misfortune struck, just like it always does.",,,
Integrated,Storyteller_,0216,Storyteller_0216,,,,"Although there are innumerable ways for one to die, our danger-seeking Prince has come to know a sizable variety.",,,
Integrated,Storyteller_,0217,Storyteller_0217,,,,"The clever-minded Prince again eluded certain death, up to a certain point, but then, predictably made one of his fatal mistakes, again.",,,
Integrated,Storyteller_,0218,Storyteller_0218,,,,"The master of this realm, Lord Hades, states that death is inescapable. There is considerable credence to his claim.",,,
Integrated,Storyteller_,0219,Storyteller_0219,,,,"The oft-impatient Zagreus appears to take repeated deaths in stride, and so, here comes another one for him.",,,
Integrated,Storyteller_,0230,Storyteller_0230,,,,"Having ventured successfully much farther than before, the surface-seeking Prince encounters setbacks far too hideous to be described.",,,
Integrated,Storyteller_,0231,Storyteller_0231,,,,"Thus did the fate-confronting Prince traverse Elysium, where he discovers to his great dismay such horrors as can only be detailed at some other, later time.",,,
Integrated,Storyteller_,0232,Storyteller_0232,,,,"As hero-thwarting Zagreus approaches perilously closer to the surface, he... perhaps gets caught within a rockfall of some sort.",,,
Integrated,Storyteller_,0233,Storyteller_0233,,,,"With oft-undocumented dangers of Elysium well behind him, now Prince Zagreus faces an even greater threat... one which I shall get back to you about.",,,
Integrated,Storyteller_,0234,Storyteller_0234,,,,"Whilst well within arm's reach of victory, the bull-defeating Prince succumbs to a large pack of sinisterly harmless-seeming rodents.",,,
Integrated,Storyteller_,0235,Storyteller_0235,,,,"So stifling is the thick darkness past Elysium, that the ill-fated Prince there bumps his head extremely hard, and dies.",,,
Integrated,Storyteller_,0236,Storyteller_0236,,,,"Just then, the carefree-running Underworld Prince runs headlong into a thick and deadly wall of stone, painted to look like the way out.",,,
Integrated,Storyteller_,0237,Storyteller_0237,,,,"Beyond the splendors of Elysium, the ever-patient Prince shall find his fate, eventually, but not right now, because--oh no, watch out!",,,
Integrated,Storyteller_,0238,Storyteller_0238,,,,"Filled with such confidence, the Prince neglected to avoid, erm, stepping on a toxic strain of fungus, so rare you'd not have heard of it.",,,
Integrated,Storyteller_,0239,Storyteller_0239,,,,"So joyfully did Zagreus attempt to gain the surface that, why, he just rose too quickly; and we know how that one goes, from Icarus' tale.",,,
Integrated,Storyteller_,0240,Storyteller_0240,,,,"Thus having vanquished the heroic king of Athens, willful Zagreus now presses ever forward, upward, toward his goal: the surface, where his long-lost birthmother resides.",,,
Integrated,Storyteller_,0241,Storyteller_0241,,,,Pretend our deftly-footed Prince did not survive the boastings of the Champion back there.,,,
Integrated,Storyteller_,0260,Storyteller_0260,,,,"Thus having somehow vanquished his own father, the grim god of the dead, defiant Zagreus is finally set free to seek the hidden place in which his long-lost birthmother resides.",,,
Integrated,Storyteller_,0261,Storyteller_0261,,,,"How shall that all work out for him? Alas, it is as yet too soon to say.",,,
Integrated,Storyteller_,0262,Storyteller_0262,,,,Pretend for now that the Lord Hades absolutely clobbered him.,,,
Integrated,Storyteller_,0263,Storyteller_0263,,,,"Having somehow defeated grim Lord Hades in a thrilling fight, Prince Zagreus discovers... it was all a dream! A rather deadly nightmare, actually.",,,
Integrated,Storyteller_,0264,Storyteller_0264,,,,"Despite having transcended past the confines of the Underworld yet again, Prince Zagreus proves utterly unable to get past this point.",,,
Integrated,Storyteller_,0265,Storyteller_0265,,,,"Imagine that Prince Zagreus experiences some sort of joyous outcome, for a change, in contrast to the arbitrary and unfortunately painful death he shall experience... now.",,,
Integrated,Storyteller_,0266,Storyteller_0266,,,,"After defeating his lord father, yet again, Prince Zagreus begins to shiver, and catch cold. And, as is well known, there sadly is no cure for such a thing.",,,
Integrated,Storyteller_,0267,Storyteller_0267,,,,"As he explores the wonders of the world, Prince Zagreus discovers a quaint farm, in which he carelessly trespasses, stepping on a farming-tool, which swoops up and strikes him in the forehead, fatally.",,,
Integrated,Storyteller_,0268,Storyteller_0268,,,,"One might suppose the Prince's tale most likely ends akin to other tales of the heroes of our time, like so:",,,
Integrated,Storyteller_,0276,Storyteller_0276,,,,"The favor-doing Zagreus then walks into a chamber, black as night, but with a blood-red pool, and from it comes a voice which says: Would you mind diving in these waters, Prince? To which the Prince replies, Oh! Sure.",,,
Integrated,Storyteller_,0277,Storyteller_0277,,,,"Mere moments from his final victory, the Prince, in his great haste, ignored surveying each side of a rather busy crossing, where a swiftly-passing chariot collided with him, very forcefully.",,,
Integrated,Storyteller_,0278,Storyteller_0278,,,,"The often-dying Prince, having achieved his purpose, then reflects upon his life and deeds, remembering his many past demises with such vivid clarity, that this occurs:",,,
Integrated,Storyteller_,0279,Storyteller_0279,,,,"In his great hurry to explore the country-side, the hapless-footed Prince steps on the peel of a most-exotic sallow-colored fruit, and tumbles backward with such sudden, violent force that you-know-what occurs.",,,
Integrated,Storyteller_,0280,Storyteller_0280,,,,"There are a myriad of tales to be told, of both great deeds and of vainglorious defeats, and this has been a tale that falls somewhere in the middle, overall.",,,
Integrated,Storyteller_,0281,Storyteller_0281,,,,"He cannot kill me like this every time, believes the Underworld Prince. He shall eventually have no more ideas. But the Prince, as often is the case, is wrong.",,,
Integrated,Storyteller_,0283,Storyteller_0283,,,,"Just when his victory was all but certain, a fissure opens underneath the feet of the ill-fated Prince, and from it vents a cloud of superheated water-vapor; steam, as it is known! And probably you know what happens next.",,,
Integrated,Storyteller_,0285,Storyteller_0285,,,,"One of these days, or nights, not so very long from now, the Prince may finally traverse beyond this point. And then, what shall become of him, and I? Well, hopefully, not this:",,,
Unused,Storyteller_,0294,Storyteller_0294,,,,"A large construction tool, which also could be used to bring great ruin, is appropriately set within the House of Hades, serving as testament to how its walls were built.",,,
Unused,Storyteller_,0295,Storyteller_0295,,,,"No matter for how long the Prince looks on the artifact which he commissioned for his Father's House, he shall not come any closer to understanding what it is.",,,
Unused,Storyteller_,0297,Storyteller_0297,,,,"A spheric artifact carven with foreign constellation-looking patterns sits lonesomely within a corner of the House's gallery, creating conversation among those who dare consider its design.",,,
Integrated,Storyteller_,0298,Storyteller_0298,,,,The vastly irritating Prince gets no response.,,,
Integrated,Storyteller_,0299,Storyteller_0299,,,,The Prince decides he's better things to do.,,,
Integrated,Storyteller_,0300,Storyteller_0300,,,,The often-dying Prince but wastes his time.,,,
Integrated,Storyteller_,0301,Storyteller_0301,,,,Perhaps the good Prince ought do something else?,,,
Integrated,Storyteller_,0302,Storyteller_0302,,,,"Upon the surface realm, the mortal-loving Prince would doubtless find that death still comes in a variety of different forms. One of the most common, yet perhaps least interesting, involves simply waiting... long... enough... until...",,,
Integrated,Storyteller_,0320,Storyteller_0320,,,,Ahem!,,,
Integrated,Storyteller_,0321,Storyteller_0321,,,,"Why, I--!",,,
Integrated,Storyteller_,0322,Storyteller_0322,,,,I never!,,,
Integrated,Storyteller_,0323,Storyteller_0323,,,,Hmph!,,,
Integrated,Storyteller_,0324,Storyteller_0324,,,,Rude!,,,
Integrated,Storyteller_,0325,Storyteller_0325,,,,But--!,,,
Integrated,Storyteller_,0326,Storyteller_0326,,,,Ah--!,,,
Integrated,Storyteller_,0327,Storyteller_0327,,,,Eh?,,,
Integrated,Storyteller_,0328,Storyteller_0328,,,,Wha--?,,,
Integrated,Storyteller_,0329,Storyteller_0329,,,,Eh...,,,
Integrated,Storyteller_,0338,Storyteller_0338,,,,"Having achieved his goal, the Underworld Prince discovers that the mortal realm is utterly bereft of the life-threatening excitement to which he has grown accustomed, and the lack of anything of note to do, the sheer mundanity, results in this:",,,
Integrated,Storyteller_,0340,Storyteller_0340,,,,"Thus was Hades, feared ruler of the dead, reunited with his long-lost bride, Persephone, the Queen; and, together with their firstborn son, Prince Zagreus, they would go on to reign eternally beneath the earth, in relative harmony.",,,
Integrated,Storyteller_,0341,Storyteller_0341,,,,"The Queen's return marked an occasion of enthusiastic joy... so much as possible, in that dark, gloom-filled realm of the dead.",,,
Integrated,Storyteller_,0342,Storyteller_0342,,,,"And, even after all this time, Olympus never did discover what transpired there in the Underworld.",,,
Integrated,Storyteller_,0343,Storyteller_0343,,,,"Thus did all of Olympus journey deep into the Underworld, all together, for the very first time. ",,,
Integrated,Storyteller_,0344,Storyteller_0344,,,,"The Queen Persephone revealed herself in all her splendor, much to their surprise, and told them everything she indicated to her son.",,,
Integrated,Storyteller_,0345,Storyteller_0345,,,,After the shock subsided... the festivities began.,,,
Integrated,Storyteller_,0346,Storyteller_0346,,,,"When finally the great feast ended, all the Olympians returned to their mountain abode, fully satisfied; as for the House of Hades, it required thorough cleansing, from the rafters to the floor.",,,
Integrated,Storyteller_,0347,Storyteller_0347,,,,"Such revelry, of course, is unbecoming of the name of Hades, and the fearsome reputation of the Underworld. For, if mortals were to have no fear of death, then they would have no fear of anything at all.",,,
Integrated,Storyteller_,0348,Storyteller_0348,,,,"A well-kept family secret, then, this would live on to be.",,,
Integrated,Storyteller_,0371,Storyteller_0371,,,,"Thus, having once more gained the surface of his grim-faced father's realm beneath the earth, resourceful Zagreus makes his way toward the one-time abode of radiant Persephone.",,,
Integrated,Storyteller_,0372,Storyteller_0372,,,,"It is a journey of considerable distances, which he has already completed many times, and which has always ended in the same result. So... imagine he made it there with just time enough to water the crops and tidy up a bit before...",,,
Integrated,Storyteller_,0376,Storyteller_0376,,,,"Having gained the surface once again, Prince Zagreus breathes deeply of the wildflowers, and the roses, and the like, among which one of them contains an allergen so intolerably potent, that it causes this:",,,
Integrated,Storyteller_,0377,Storyteller_0377,,,,"As he journeys to his mother's cottage in the cold, loudly-speaking Zagreus calls out to hear the echo of his voice, the blast of sound causing a substantive amount of ice and snow to break off from a nearby mountaintop, and fall, and fall, and...",,,
Integrated,Storyteller_,0378,Storyteller_0378,,,,"So complicated is the path to the well-hidden cottage of Persephone that surface-walking Zagreus on this particular occasion sadly zigs instead of zags, plummeting from off a precipice into most-familiar waters...",,,
Integrated,Storyteller_,0379,Storyteller_0379,,,,"Amid the wondrous ever-springing garden of Persephone, Prince Zagreus discovers a greenish plant of some sort, supple-skinned and covered all in spines, a bit too small to see, until it is too late...",,,
Integrated,Storyteller_,0380,Storyteller_0380,,,,The limitless variety of fauna dwelling on the surface brings to Zagreus no shortage of delight.,,,
Integrated,Storyteller_,0381,Storyteller_0381,,,,"...I have no new tales left to tell. But do not think that you have won, Prince Zagreus... for any tale worth telling... is a tale worth telling again, and again, and again. Bye-bye!",,,
Integrated,Storyteller_,0382,Storyteller_0382,,,,"Horned creatures are familiar to Zagreus, having fought countless Satyrs and the like; but he discovers, this time, that not even Satyrs possess the sheer, ferocious power of a startled mountain-goat...",,,
Integrated,Storyteller_,0383,Storyteller_0383,,,,"Snakes and serpents rank amongst the creatures somewhat known to Zagreus, due to their presence in the Underworld.",,,
Integrated,Storyteller_,0384,Storyteller_0384,,,,"So it is with delight that he approaches one upon the surface, greeting it as a familiar friend. It greets him venomously back, using its fangs.",,,
Integrated,Storyteller_,0385,Storyteller_0385,,,,"Once more, tenacious Zagreus achieves his lofty goal, and, just as every time before, except with some sort of new twist of Fate, perhaps, he goes a little distance, then he dies.",,,
Integrated,Storyteller_,0386,Storyteller_0386,,,,"Having already seen the splendid cottage of Persephone sufficient times, the stubborn Underworld Prince nevertheless attempts to go there once again. Although, his memory of it shall have to do.",,,
Integrated,Storyteller_,0387,Storyteller_0387,,,,"Reflecting on his victory, Prince Zagreus observes how death can take hold in so many different ways, at times quite slowly, and at other times --",,,
Integrated,Storyteller_,0407,Storyteller_0407,,,,"She eloped with grim Lord Hades, she said; mothering a fire-stepping prince who sought to reconnect with his extended family.",,,
Integrated,Storyteller_,0408,Storyteller_0408,,,,"Hades and Persephone at first refused his wish. But, so moved were they by his relentless struggles to the surface, that at last, they decided to heed their willful Zagreus, and reach out. For his and everybody's sake.",,,
Integrated,Storyteller_,0409,Storyteller_0409,,,,"The Olympians listened to all this in stunned silence. Then Zeus, himself, began to laugh. Welcome back into the family, he said.",,,
Integrated,Storyteller_,0410,Storyteller_0410,,,,"Though, when he makes an effort to communicate with one, its eyes so full of calm intelligence, he learns that bears are not as gentle as they seem.",,,
Integrated,Storyteller_,0415,Storyteller_0415,,,,The stone-inspecting Prince gleans nothing more.,,,
Integrated,Storyteller_,0416,Storyteller_0416,,,,Prince Zagreus decides to go about his business.,,,
Integrated,Storyteller_,0417,Storyteller_0417,,,,The Underworld Prince gawks needlessly at the visage of a distinguished poet.,,,
Integrated,Storyteller_,0418,Storyteller_0418,,,,Surely the Prince has more important objects to inspect?,,,
