Sisyphus,ID,ID,ID,,,,Line,,Notes by AR,Notes by DK
Darren,Sisyphus_,0106,Sisyphus_0106,,,,Much better!,,,
Darren,Sisyphus_,0107,Sisyphus_0107,,,,That's more like it!,,,
Darren,Sisyphus_,0108,Sisyphus_0108,,,,Thought they'd never leave!,,,
Darren,Sisyphus_,0109,Sisyphus_0109,,,,I'm in your debt.,,,
Darren,Sisyphus_,0110,Sisyphus_0110,,,,Am I glad you showed up.,,,
Integrated,Sisyphus_,0111,Sisyphus_0111,,,,Take care out there!,,,
Integrated,Sisyphus_,0112,Sisyphus_0112,,,,Good luck out there!,,,
Integrated,Sisyphus_,0113,Sisyphus_0113,,,,Godspeed and all!,,,
Integrated,Sisyphus_,0114,Sisyphus_0114,,,,Take care of yourself!,,,
Integrated,Sisyphus_,0115,Sisyphus_0115,,,,"Go get them, Prince!",,,
Integrated,Sisyphus_,0116,Sisyphus_0116,,,,"Farewell, Highness!",,,
Integrated,Sisyphus_,0117,Sisyphus_0117,,,,Safe travels!,,,
Integrated,Sisyphus_,0118,Sisyphus_0118,,,,Bye now!,,,
Integrated,Sisyphus_,0119,Sisyphus_0119,,,,You can do this!,,,
Integrated,Sisyphus_,0120,Sisyphus_0120,,,,So long for now!,,,
Integrated,Sisyphus_,0121,Sisyphus_0121,,,,"Keep going, Prince!",,,
Integrated,Sisyphus_,0122,Sisyphus_0122,,,,Well you take care!,,,
Integrated,Sisyphus_,0123,Sisyphus_0123,,,,Bye now!,,,
Integrated,Sisyphus_,0124,Sisyphus_0124,,,,You can do it!,,,
Integrated,Sisyphus_,0125,Sisyphus_0125,,,,"You got this, Prince!",,,
Integrated,Sisyphus_,0126,Sisyphus_0126,,,,"Farewell, then!",,,
Integrated,Sisyphus_,0127,Sisyphus_0127,,,,"All right, bye!",,,
Integrated,Sisyphus_,0128,Sisyphus_0128,,,,Careful out there!,,,
Integrated,Sisyphus_,0132,Sisyphus_0132,,,,"Hoh that is quite an undertaking, Prince. If it wasn't you yourself proposing it, I'd like to call it madness, truth be told. Though you're just mad enough to pull it off! Hey, hold a moment, here -- I've got something could be of some help.",,,
Darren,Sisyphus_,0161,Sisyphus_0161,,,,"All right, Prince Z., if you're to be so generous with me, I wanted to make sure that I could get you back. Not centuries from now, but right away. So, take this, with my compliments.",,,
Darren,Sisyphus_,0162,Sisyphus_0162,,,,"Ohh, now this is going to get me through at least another century of boulder-pushing I should say! And I have got something for you as well.",,,
Integrated,Sisyphus_,0206,Sisyphus_0206,,,,"Bouldy, look who!",,,
Integrated,Sisyphus_,0207,Sisyphus_0207,,,,"Hullo, Your Highness!",,,
Integrated,Sisyphus_,0208,Sisyphus_0208,,,,"You're back, welcome!",,,
Integrated,Sisyphus_,0209,Sisyphus_0209,,,,"He's back again, Bouldy!",,,
Integrated,Sisyphus_,0210,Sisyphus_0210,,,,Good to see you!,,,
Integrated,Sisyphus_,0211,Sisyphus_0211,,,,Caught me on a break again!,,,
Integrated,Sisyphus_,0212,Sisyphus_0212,,,,"Hullo, Prince Z.!",,,
Integrated,Sisyphus_,0213,Sisyphus_0213,,,,"How nice to see you, Prince!",,,
Integrated,Sisyphus_,0214,Sisyphus_0214,,,,"It's him, Bouldy!",,,
Integrated,Sisyphus_,0215,Sisyphus_0215,,,,Well if it isn't you!,,,
Integrated,Sisyphus_,0216,Sisyphus_0216,,,,"Ahoy, what's new of late?",,,
Integrated,Sisyphus_,0217,Sisyphus_0217,,,,The Prince returns!,,,
Integrated,Sisyphus_,0218,Sisyphus_0218,,,,What a surprise!,,,
Integrated,Sisyphus_,0219,Sisyphus_0219,,,,"Why, look who's here, Bouldy!",,,
Integrated,Sisyphus_,0220,Sisyphus_0220,,,,That I can do!,,,
Integrated,Sisyphus_,0221,Sisyphus_0221,,,,Got just the thing!,,,
Integrated,Sisyphus_,0222,Sisyphus_0222,,,,"I got you covered, Prince!",,,
Integrated,Sisyphus_,0223,Sisyphus_0223,,,,"Certainly, Highness!",,,
Integrated,Sisyphus_,0224,Sisyphus_0224,,,,"Sure thing, Prince Z.!",,,
Integrated,Sisyphus_,0225,Sisyphus_0225,,,,"My pleasure, Prince!",,,
Integrated,Sisyphus_,0226,Sisyphus_0226,,,,No worries whatsoever!,,,
Integrated,Sisyphus_,0227,Sisyphus_0227,,,,"Think I can do that, Prince!",,,
Integrated,Sisyphus_,0228,Sisyphus_0228,,,,"Got that right here, Prince Z.!",,,
Integrated,Sisyphus_,0229,Sisyphus_0229,,,,Then here you go!,,,
Integrated,Sisyphus_,0230,Sisyphus_0230,,,,"Ah, certainly, Prince Z.!",,,
Integrated,Sisyphus_,0231,Sisyphus_0231,,,,Here you are!,,,
Integrated,Sisyphus_,0232,Sisyphus_0232,,,,"Hah, good one, Prince!",,,
Integrated,Sisyphus_,0233,Sisyphus_0233,,,,"Augh, you got me, Highness!",,,
Integrated,Sisyphus_,0234,Sisyphus_0234,,,,"Oh, please, have mercy and all that!",,,
Integrated,Sisyphus_,0235,Sisyphus_0235,,,,"That your best shot, Prince Z.?",,,
Integrated,Sisyphus_,0236,Sisyphus_0236,,,,Now don't get frustrated all right?,,,
Integrated,Sisyphus_,0237,Sisyphus_0237,,,,You getting ready for the road ahead?,,,
Integrated,Sisyphus_,0238,Sisyphus_0238,,,,"Nice shot there, Prince!",,,
Integrated,Sisyphus_,0239,Sisyphus_0239,,,,"Augh, I'm hit!",,,
Integrated,Sisyphus_,0240,Sisyphus_0240,,,,Wow you are strong Prince Z.!,,,
Integrated,Sisyphus_,0241,Sisyphus_0241,,,,"Whew, most impressive, Prince!",,,
Integrated,Sisyphus_,0242,Sisyphus_0242,,,,"See you again, all right?",,,
Integrated,Sisyphus_,0243,Sisyphus_0243,,,,Do tell the Furies I said hi!,,,
Integrated,Sisyphus_,0244,Sisyphus_0244,,,,"You have this, Prince!",,,
Integrated,Sisyphus_,0245,Sisyphus_0245,,,,Stop by again sometime!,,,
Integrated,Sisyphus_,0246,Sisyphus_0246,,,,"Careful out there, all right?",,,
Integrated,Sisyphus_,0247,Sisyphus_0247,,,,"May you get out of here this time, Highness!",,,
Integrated,Sisyphus_,0248,Sisyphus_0248,,,,"Always a pleasure, Prince!",,,
Integrated,Sisyphus_,0249,Sisyphus_0249,,,,"So long, Highness!",,,
Integrated,Sisyphus_,0250,Sisyphus_0250,,,,"Think he'll go all the way this time, Bouldy?",,,
Integrated,Sisyphus_,0251,Sisyphus_0251,,,,"Keep fighting, Highness!",,,
Integrated,Sisyphus_,0252,Sisyphus_0252,,,,Thanks for stopping by!,,,
Integrated,Sisyphus_,0253,Sisyphus_0253,,,,"Until next time, all right?",,,
Integrated,Sisyphus_,0254,Sisyphus_0254,,,,"Pick on somebody your own size, Prince!",,,
Integrated,Sisyphus_,0255,Sisyphus_0255,,,,That's one fight you aren't going to win!,,,
Integrated,Sisyphus_,0256,Sisyphus_0256,,,,"Takes more than that to budge old Bouldy, Prince!",,,
Integrated,Sisyphus_,0257,Sisyphus_0257,,,,"Sure is heavy, isn't he!",,,
Integrated,Sisyphus_,0258,Sisyphus_0258,,,,Bouldy can take whatever you dish out!,,,
Integrated,Sisyphus_,0259,Sisyphus_0259,,,,"Now there's no need for that here, Prince.",,,
Integrated,Sisyphus_,0260,Sisyphus_0260,,,,"Try all you like, there, Prince!",,,
Integrated,Sisyphus_,0261,Sisyphus_0261,,,,"Hey that's my friend, Prince Z.",,,
Integrated,Sisyphus_,0262,Sisyphus_0262,,,,"No hurting Bouldy, Prince.",,,
Integrated,Sisyphus_,0263,Sisyphus_0263,,,,That's one tough rock you're messing with.,,,
Integrated,Sisyphus_,0264,Sisyphus_0264,,,,"Don't hurt yourself, all right?",,,
Integrated,Sisyphus_,0265,Sisyphus_0265,,,,"Come now, Highness!",,,
Integrated,Sisyphus_,0266,Sisyphus_0266,,,,"Why, your Highness?",,,
Integrated,Sisyphus_,0267,Sisyphus_0267,,,,Oh what did Bouldy ever do to you?,,,
Integrated,Sisyphus_,0268,Sisyphus_0268,,,,Look out below!,,,
Integrated,Sisyphus_,0269,Sisyphus_0269,,,,Heads up!,,,
Integrated,Sisyphus_,0270,Sisyphus_0270,,,,Prince Z.!,,,
Integrated,Sisyphus_,0271,Sisyphus_0271,,,,"Hang on, Prince!",,,
Integrated,Sisyphus_,0272,Sisyphus_0272,,,,Gangway!!,,,
Integrated,Sisyphus_,0273,Sisyphus_0273,,,,Bouldy!,,,
Integrated,Sisyphus_,0274,Sisyphus_0274,,,,Here we go!,,,
Integrated,Sisyphus_,0275,Sisyphus_0275,,,,Here goes!,,,
Integrated,Sisyphus_,0276,Sisyphus_0276,,,,Coming through!,,,
Integrated,Sisyphus_,0277,Sisyphus_0277,,,,Whoopsie!,,,
Integrated,Sisyphus_,0278,Sisyphus_0278,,,,"Ahoy, Prince!",,,
Integrated,Sisyphus_,0279,Sisyphus_0279,,,,Ahoy!!,,,
Integrated,Sisyphus_,0280,Sisyphus_0280,,,,"Aaand, here!",,,
Integrated,Sisyphus_,0281,Sisyphus_0281,,,,"We got you, Highness!",,,
Integrated,Sisyphus_,0282,Sisyphus_0282,,,,Happy to help!,,,
Integrated,Sisyphus_,0283,Sisyphus_0283,,,,Coming right up!,,,
Integrated,Sisyphus_,0284,Sisyphus_0284,,,,Here comes Bouldy!,,,
Integrated,Sisyphus_,0285,Sisyphus_0285,,,,"Bouldy, now!",,,
Integrated,Sisyphus_,0286,Sisyphus_0286,,,,"Hah, haaah!!",,,
Integrated,Sisyphus_,0287,Sisyphus_0287,,,,Begging your pardon!!,,,
Integrated,Sisyphus_,0288,Sisyphus_0288,,,,Hullo there Prince!!,,,
Integrated,Sisyphus_,0289,Sisyphus_0289,,,,Got you covered!!,,,
Integrated,Sisyphus_,0290,Sisyphus_0290,,,,"Pardon, Madam!!",,,
Integrated,Sisyphus_,0291,Sisyphus_0291,,,,"Payback time, Bouldy!",,,
Integrated,Sisyphus_,0292,Sisyphus_0292,,,,It's the Fury Sisters!,,,
Integrated,Sisyphus_,0293,Sisyphus_0293,,,,"Ahoy, Madam!!",,,
Integrated,Sisyphus_,0294,Sisyphus_0294,,,,"Get her, Bouldy!",,,
Integrated,Sisyphus_,0295,Sisyphus_0295,,,,Let's get the drop on her!,,,
Integrated,Sisyphus_,0296,Sisyphus_0296,,,,It's Master Thanatos!,,,
Integrated,Sisyphus_,0297,Sisyphus_0297,,,,"Ahoy there, Master Thanatos!",,,
Integrated,Sisyphus_,0298,Sisyphus_0298,,,,"How goes it, Master Thanatos?!",,,
Integrated,Sisyphus_,0299,Sisyphus_0299,,,,"How's business, Master Thanatos?",,,
Integrated,Sisyphus_,0300,Sisyphus_0300,,,,"Don't mind me, Master Thanatos!",,,
Integrated,Sisyphus_,0301,Sisyphus_0301,,,,Why if it isn't Master Thanatos!,,,
Integrated,Sisyphus_,0302,Sisyphus_0302,,,,"Why, Master Hades, sir!",,,
Integrated,Sisyphus_,0303,Sisyphus_0303,,,,Ahoy Lord Hades sir!!,,,
Integrated,Sisyphus_,0304,Sisyphus_0304,,,,Beg pardon Master Hades sir!,,,
Integrated,Sisyphus_,0305,Sisyphus_0305,,,,Lord Hades himself!!,,,
Integrated,Sisyphus_,0306,Sisyphus_0306,,,,Your Highnesses!!,,,
Integrated,Sisyphus_,0307,Sisyphus_0307,,,,Now you two get along!,,,
Integrated,Sisyphus_,0308,Sisyphus_0308,,,,"We're here for you, Highness!",,,
Integrated,Sisyphus_,0309,Sisyphus_0309,,,,"Prince Z., we're back!",,,
Integrated,Sisyphus_,0310,Sisyphus_0310,,,,"Get them again, Bouldy!",,,
Integrated,Sisyphus_,0311,Sisyphus_0311,,,,"We got you, Prince!",,,
Integrated,Sisyphus_,0312,Sisyphus_0312,,,,"Right here beside you, Prince!",,,
Integrated,Sisyphus_,0313,Sisyphus_0313,,,,"Time for another go, Bouldy!",,,
Integrated,Sisyphus_,0314,Sisyphus_0314,,,,Bouldy coming through!,,,
Integrated,Sisyphus_,0315,Sisyphus_0315,,,,"Once more, Bouldy!",,,
Integrated,Sisyphus_,0316,Sisyphus_0316,,,,Whoops!,,,
Integrated,Sisyphus_,0317,Sisyphus_0317,,,,Sorry!,,,
Integrated,Sisyphus_,0318,Sisyphus_0318,,,,My fault!,,,
Integrated,Sisyphus_,0319,Sisyphus_0319,,,,Bouldy!!,,,
Integrated,Sisyphus_,0320,Sisyphus_0320,,,,Ah well!,,,
Integrated,Sisyphus_,0321,Sisyphus_0321,,,,My mistake!,,,
Integrated,Sisyphus_,0322,Sisyphus_0322,,,,Missed!,,,
Integrated,Sisyphus_,0323,Sisyphus_0323,,,,We missed?,,,
Integrated,Sisyphus_,0324,Sisyphus_0324,,,,"Not here, Prince!",,,
Integrated,Sisyphus_,0325,Sisyphus_0325,,,,"Haha, nice try there!",,,
Integrated,Sisyphus_,0326,Sisyphus_0326,,,,"Fraid not, Prince Z.",,,
Integrated,Sisyphus_,0327,Sisyphus_0327,,,,What good would that do here?,,,
Integrated,Sisyphus_,0328,Sisyphus_0328,,,,Oh come now.,,,
Integrated,Sisyphus_,0329,Sisyphus_0329,,,,Already here to help!,,,
Integrated,Sisyphus_,0330,Sisyphus_0330,,,,Call on us almost anytime!,,,
Integrated,Sisyphus_,0331,Sisyphus_0331,,,,"We're right here, Prince!",,,
Integrated,Sisyphus_,0332,Sisyphus_0332,,,,"Come now, Highness!",,,
Integrated,Sisyphus_,0333,Sisyphus_0333,,,,Call us when you need us!,,,
Integrated,Sisyphus_,0356,Sisyphus_0356,,,,Bouldy is much obliged!,,,
Integrated,Sisyphus_,0357,Sisyphus_0357,,,,Thanks on behalf of Bouldy there!,,,
Integrated,Sisyphus_,0358,Sisyphus_0358,,,,Look how happy Bouldy is!,,,
Integrated,Sisyphus_,0359,Sisyphus_0359,,,,"That's one good rock, isn't he, Prince!",,,
Integrated,Sisyphus_,0360,Sisyphus_0360,,,,"You've Bouldy's favor, Prince!",,,
Integrated,Sisyphus_,0361,Sisyphus_0361,,,,I think he likes you!,,,
Integrated,Sisyphus_,0362,Sisyphus_0362,,,,Bouldy is grateful.,,,
Integrated,Sisyphus_,0363,Sisyphus_0363,,,,"Your offering has been accepted, Prince!",,,
Integrated,Sisyphus_,0364,Sisyphus_0364,,,,"I'm sure he's grateful, Prince.",,,
Integrated,Sisyphus_,0365,Sisyphus_0365,,,,"That's good of you, Prince Z.!",,,
Integrated,Sisyphus_,0366,Sisyphus_0366,,,,Bouldy has got you covered!,,,
Integrated,Sisyphus_,0367,Sisyphus_0367,,,,"See that, Bouldy?",,,
Integrated,Sisyphus_,0368,Sisyphus_0368,,,,Think Bouldy's warming up to you!,,,
Integrated,Sisyphus_,0369,Sisyphus_0369,,,,Bouldy's a good listener isn't he!,,,
Integrated,Sisyphus_,0370,Sisyphus_0370,,,,You have been blessed by Bouldy!,,,
Integrated,Sisyphus_,0371,Sisyphus_0371,,,,You show those dusty pots!,,,
Integrated,Sisyphus_,0372,Sisyphus_0372,,,,"Nice shot, Prince Z.!",,,
Integrated,Sisyphus_,0373,Sisyphus_0373,,,,That sound never gets old!,,,
Integrated,Sisyphus_,0374,Sisyphus_0374,,,,Thank you for picking up a bit!,,,
Integrated,Sisyphus_,0375,Sisyphus_0375,,,,They keep replacing those.,,,
Integrated,Sisyphus_,0376,Sisyphus_0376,,,,"Nice shot, Prince Z.!",,,
Integrated,Sisyphus_,0377,Sisyphus_0377,,,,I'm glad that wasn't me!,,,
Integrated,Sisyphus_,0378,Sisyphus_0378,,,,Break all the pots you like!,,,
Integrated,Sisyphus_,0379,Sisyphus_0379,,,,"Fraid those are empty, Prince!",,,
Integrated,Sisyphus_,0380,Sisyphus_0380,,,,"Don't bother with those, Prince.",,,
Integrated,Sisyphus_,0381,Sisyphus_0381,,,,Chased them away you did!,,,
Integrated,Sisyphus_,0382,Sisyphus_0382,,,,Those shades always come back.,,,
Integrated,Sisyphus_,0383,Sisyphus_0383,,,,Oh those shades aren't so bad.,,,
Integrated,Sisyphus_,0384,Sisyphus_0384,,,,"Why trouble them, Prince Z.?",,,
Integrated,Sisyphus_,0385,Sisyphus_0385,,,,"No need for that here, Prince.",,,
Integrated,Sisyphus_,0386,Sisyphus_0386,,,,They'll just come back next time.,,,
Integrated,Sisyphus_,0387,Sisyphus_0387,,,,"Those shades are stuck here, Prince.",,,
Integrated,Sisyphus_,0388,Sisyphus_0388,,,,Why shoo those shades away?,,,
Darren,Sisyphus_,0389,Sisyphus_0389,,,,"Oh, I'll just stash that one away, then, Prince!",,,
Darren,Sisyphus_,0390,Sisyphus_0390,,,,"Appreciated, Highness, rest assured.",,,
Darren,Sisyphus_,0391,Sisyphus_0391,,,,"Is that for me, Prince Z.? Well then, all right!",,,
Darren,Sisyphus_,0392,Sisyphus_0392,,,,"I'll take that off your hands if you insist, Highness.",,,
Darren,Sisyphus_,0393,Sisyphus_0393,,,,"I've not much need of that, but I can take it, Prince!",,,
Darren,Sisyphus_,0394,Sisyphus_0394,,,,"Come now, Highness, you really shouldn't have.",,,
Darren,Sisyphus_,0395,Sisyphus_0395,,,,"Please don't take this the wrong way, Prince, but I cannot accept something like this.",,,
Darren,Sisyphus_,0396,Sisyphus_0396,,,,"Apologies, Prince Z., but I've no need of that. You'd best hang onto it.",,,
Darren,Sisyphus_,0397,Sisyphus_0397,,,,"Afraid I have no need for that, Highness, though I appreciate the gesture there!",,,
Darren,Sisyphus_,0398,Sisyphus_0398,,,,"Thank you, Prince Z., though I've no use for this right now.",,,
Darren,Sisyphus_,0399,Sisyphus_0399,,,,"Your Highness, I was wondering if you might hear me out.",,,
Darren,Sisyphus_,0400,Sisyphus_0400,,,,"Prince Z., I've a small favor I would ask of you if you don't mind.",,,
Darren,Sisyphus_,0401,Sisyphus_0401,,,,"Wanted to ask you something here, Highness.",,,
Darren,Sisyphus_,0402,Sisyphus_0402,,,,"Quick request if you've a moment for us, Prince.",,,
Darren,Sisyphus_,0403,Sisyphus_0403,,,,<Laughter>,,,
Darren,Sisyphus_,0404,Sisyphus_0404,,,,<Laughter>,,,
Darren,Sisyphus_,0405,Sisyphus_0405,,,,Hrm.,,,
Darren,Sisyphus_,0406,Sisyphus_0406,,,,Eh.,,,
Darren,Sisyphus_,0407,Sisyphus_0407,,,,<Scoff>,,,
Darren,Sisyphus_,0408,Sisyphus_0408,,,,Wha?,,,
Darren,Sisyphus_,0409,Sisyphus_0409,,,,Huh.,,,
Darren,Sisyphus_,0410,Sisyphus_0410,,,,Hmm.,,,
Darren,Sisyphus_,0414,Sisyphus_0414,,,,"Ohh, this is the choicest stuff that you've procured, Prince Z.!",,,
Darren,Sisyphus_,0415,Sisyphus_0415,,,,"Is that for me really, Highness? You know I absolutely love the stuff?",,,
Darren,Sisyphus_,0416,Sisyphus_0416,,,,"Augh, look at what the Prince has brought for us, Bouldy!",,,
Darren,Sisyphus_,0417,Sisyphus_0417,,,,"On behalf of Bouldy and myself, we're very grateful for your gesture here.",,,
Integrated,Sisyphus_,0447,Sisyphus_0447,,,,"Oh, Charon!",,,
Integrated,Sisyphus_,0448,Sisyphus_0448,,,,It's Charon!,,,
Integrated,Sisyphus_,0449,Sisyphus_0449,,,,Well if it isn't Charon!,,,
Integrated,Sisyphus_,0450,Sisyphus_0450,,,,"Here's something, Charon!",,,
Integrated,Sisyphus_,0451,Sisyphus_0451,,,,"Flatten him, Bouldy!",,,
Integrated,Sisyphus_,0452,Sisyphus_0452,,,,"Here's the fee, Charon!",,,
Integrated,Sisyphus_,0463,Sisyphus_0463,,,,Bouldy appreciated that!,,,
Integrated,Sisyphus_,0464,Sisyphus_0464,,,,"Oh, look how happy Bouldy is!",,,
Integrated,Sisyphus_,0465,Sisyphus_0465,,,,"You're most gracious, Prince Z.",,,
Integrated,Sisyphus_,0466,Sisyphus_0466,,,,"You see that, Bouldy?",,,
Integrated,Sisyphus_,0467,Sisyphus_0467,,,,You two have a real thing going!,,,
Integrated,Sisyphus_,0468,Sisyphus_0468,,,,Bouldy's got your back.,,,
