MegaeraField,ID,ID,ID,,,,Line
Integrated,MegaeraField_,0122,MegaeraField_0122,,,,You've got a lot of nerve.
Integrated,MegaeraField_,0123,MegaeraField_0123,,,,"Go home, Zagreus."
Integrated,MegaeraField_,0124,MegaeraField_0124,,,,That's what you get.
Integrated,MegaeraField_,0125,MegaeraField_0125,,,,Hah! Idiot.
Integrated,MegaeraField_,0126,MegaeraField_0126,,,,There! Now get out of my hall.
Integrated,MegaeraField_,0127,MegaeraField_0127,,,,You're nothing to me anymore.
Integrated,MegaeraField_,0128,MegaeraField_0128,,,,Give Hades my regards.
Integrated,MegaeraField_,0129,MegaeraField_0129,,,,You should have known better.
Integrated,MegaeraField_,0130,MegaeraField_0130,,,,To hell with you.
Integrated,MegaeraField_,0131,MegaeraField_0131,,,,Get the hell out of here.
Integrated,MegaeraField_,0132,MegaeraField_0132,,,,You stupid little fool.
Integrated,MegaeraField_,0133,MegaeraField_0133,,,,I think we're finished here.
Integrated,MegaeraField_,0134,MegaeraField_0134,,,,<Laughter>
Integrated,MegaeraField_,0135,MegaeraField_0135,,,,<Laughter>
Integrated,MegaeraField_,0136,MegaeraField_0136,,,,<Laughter>
Integrated,MegaeraField_,0137,MegaeraField_0137,,,,"You'll never beat me, Zag."
Integrated,MegaeraField_,0138,MegaeraField_0138,,,,Don't you know when to quit?
Integrated,MegaeraField_,0139,MegaeraField_0139,,,,"Give up, already, damn you."
Integrated,MegaeraField_,0140,MegaeraField_0140,,,,"I'll kill you next time, too."
Integrated,MegaeraField_,0141,MegaeraField_0141,,,,Must I keep doing this?
Integrated,MegaeraField_,0142,MegaeraField_0142,,,,You just can't take a hint.
Integrated,MegaeraField_,0143,MegaeraField_0143,,,,"About damn time I finally got you, Zag."
Integrated,MegaeraField_,0144,MegaeraField_0144,,,,That took me long enough.
Integrated,MegaeraField_,0145,MegaeraField_0145,,,,Revenge is always sweet.
Integrated,MegaeraField_,0146,MegaeraField_0146,,,,"I finally got you, Zagreus."
Integrated,MegaeraField_,0147,MegaeraField_0147,,,,"Did you go easy on me, Zagreus?"
Integrated,MegaeraField_,0148,MegaeraField_0148,,,,Did you just let me win...?
Integrated,MegaeraField_,0149,MegaeraField_0149,,,,No...!
Integrated,MegaeraField_,0150,MegaeraField_0150,,,,No!
Integrated,MegaeraField_,0151,MegaeraField_0151,,,,How...!
Integrated,MegaeraField_,0152,MegaeraField_0152,,,,How...?!
Integrated,MegaeraField_,0153,MegaeraField_0153,,,,What...?!
Integrated,MegaeraField_,0154,MegaeraField_0154,,,,Impossible!
Integrated,MegaeraField_,0155,MegaeraField_0155,,,,I can't--!
Integrated,MegaeraField_,0156,MegaeraField_0156,,,,Again?!
Integrated,MegaeraField_,0157,MegaeraField_0157,,,,Not again?!
Unused,MegaeraField_,0158,MegaeraField_0158,,,,"Surprised to see me, Zagreus?"
Unused,MegaeraField_,0159,MegaeraField_0159,,,,"Hello again, there, Zagreus."
Unused,MegaeraField_,0160,MegaeraField_0160,,,,I thought I'd find you here.
Unused,MegaeraField_,0161,MegaeraField_0161,,,,"You're easy to track down, you know that, Zag?"
Unused,MegaeraField_,0162,MegaeraField_0162,,,,Ah there you are.
Unused,MegaeraField_,0163,MegaeraField_0163,,,,"I found you, Zagreus."
Darren,MegaeraField_,0188,MegaeraField_0188,,,,"Get out, Zagreus. What I mean is... I won't try to stop you. Go."
Darren,MegaeraField_,0189,MegaeraField_0189,,,,"A change of mind, but not a change of heart. What we've been doing here... it isn't working. Now go, or there is going to be trouble."
Darren,MegaeraField_,0210,MegaeraField_0210,,,,I will not fight you. Go.
Darren,MegaeraField_,0211,MegaeraField_0211,,,,Let's say we had our fight already. Go.
Darren,MegaeraField_,0212,MegaeraField_0212,,,,"Keep going, Zagreus. And not a word of this, to anyone."
Darren,MegaeraField_,0213,MegaeraField_0213,,,,Fates favor you in Asphodel and onward. Go.
Darren,MegaeraField_,0214,MegaeraField_0214,,,,"I'm finished fighting with you, Zag. Get out of here."
Darren,MegaeraField_,0215,MegaeraField_0215,,,,The exit's just behind me over there. Now go.
Darren,MegaeraField_,0216,MegaeraField_0216,,,,You're going to need your strength for what's ahead. Go on.
Darren,MegaeraField_,0217,MegaeraField_0217,,,,"Keep moving, Zagreus. Pretend I never even saw you here."
Integrated,MegaeraField_,0218,MegaeraField_0218,,,,I'll get you yet.
Integrated,MegaeraField_,0219,MegaeraField_0219,,,,Die already.
Integrated,MegaeraField_,0220,MegaeraField_0220,,,,You lived through that?
Integrated,MegaeraField_,0221,MegaeraField_0221,,,,Die!
Integrated,MegaeraField_,0222,MegaeraField_0222,,,,"Die, damn you."
Integrated,MegaeraField_,0223,MegaeraField_0223,,,,Cute.
Integrated,MegaeraField_,0224,MegaeraField_0224,,,,"You're bleeding, Zagreus."
Integrated,MegaeraField_,0225,MegaeraField_0225,,,,You can't hold out forever.
Integrated,MegaeraField_,0226,MegaeraField_0226,,,,You're going home.
Integrated,MegaeraField_,0227,MegaeraField_0227,,,,Give up.
Integrated,MegaeraField_,0228,MegaeraField_0228,,,,Give up already.
Integrated,MegaeraField_,0229,MegaeraField_0229,,,,You're dead.
Integrated,MegaeraField_,0230,MegaeraField_0230,,,,You're mine.
Integrated,MegaeraField_,0231,MegaeraField_0231,,,,I know Nyx is helping you.
Integrated,MegaeraField_,0232,MegaeraField_0232,,,,You cheating little...
Integrated,MegaeraField_,0233,MegaeraField_0233,,,,"You're running out of chances, Zagreus."
Integrated,MegaeraField_,0234,MegaeraField_0234,,,,You'll get what you deserve.
Integrated,MegaeraField_,0235,MegaeraField_0235,,,,Got you for once.
Integrated,MegaeraField_,0236,MegaeraField_0236,,,,I hope that hurt.
Integrated,MegaeraField_,0237,MegaeraField_0237,,,,You and your dirty tricks.
Integrated,MegaeraField_,0238,MegaeraField_0238,,,,Hah!
Integrated,MegaeraField_,0239,MegaeraField_0239,,,,I can beat you.
Integrated,MegaeraField_,0240,MegaeraField_0240,,,,"Slowed you down, have I?"
Integrated,MegaeraField_,0241,MegaeraField_0241,,,,Here then!
Integrated,MegaeraField_,0242,MegaeraField_0242,,,,I said die!
Integrated,MegaeraField_,0243,MegaeraField_0243,,,,"Catch, Zagreus!"
Integrated,MegaeraField_,0244,MegaeraField_0244,,,,How about this!
Integrated,MegaeraField_,0245,MegaeraField_0245,,,,You better run.
Integrated,MegaeraField_,0246,MegaeraField_0246,,,,Run.
Integrated,MegaeraField_,0247,MegaeraField_0247,,,,Run!
Integrated,MegaeraField_,0248,MegaeraField_0248,,,,Hold still.
Integrated,MegaeraField_,0249,MegaeraField_0249,,,,Hold still!
Integrated,MegaeraField_,0250,MegaeraField_0250,,,,Suffer in darkness!
Integrated,MegaeraField_,0251,MegaeraField_0251,,,,Look out below.
Integrated,MegaeraField_,0252,MegaeraField_0252,,,,Why won't you give up?
Integrated,MegaeraField_,0253,MegaeraField_0253,,,,Stand still for me.
Integrated,MegaeraField_,0254,MegaeraField_0254,,,,Stand still!
Integrated,MegaeraField_,0255,MegaeraField_0255,,,,I'll get you.
Integrated,MegaeraField_,0256,MegaeraField_0256,,,,Come closer.
Integrated,MegaeraField_,0257,MegaeraField_0257,,,,Don't go anywhere.
Integrated,MegaeraField_,0258,MegaeraField_0258,,,,One lash is not enough.
Integrated,MegaeraField_,0259,MegaeraField_0259,,,,You like my whip?
Integrated,MegaeraField_,0260,MegaeraField_0260,,,,Here's my whip!
Integrated,MegaeraField_,0261,MegaeraField_0261,,,,I'll make you hurt.
Integrated,MegaeraField_,0262,MegaeraField_0262,,,,Urgh no.
Integrated,MegaeraField_,0263,MegaeraField_0263,,,,Augh damn it!
Integrated,MegaeraField_,0264,MegaeraField_0264,,,,"Ungh, you!"
Integrated,MegaeraField_,0265,MegaeraField_0265,,,,Pfah!
Integrated,MegaeraField_,0266,MegaeraField_0266,,,,"Gah, hrngh!"
Integrated,MegaeraField_,0267,MegaeraField_0267,,,,"Tsch, heh."
Integrated,MegaeraField_,0268,MegaeraField_0268,,,,I'll show you pain.
Integrated,MegaeraField_,0269,MegaeraField_0269,,,,How did that feel?
Integrated,MegaeraField_,0270,MegaeraField_0270,,,,There.
Integrated,MegaeraField_,0271,MegaeraField_0271,,,,That was nothing.
Integrated,MegaeraField_,0272,MegaeraField_0272,,,,For last time.
Integrated,MegaeraField_,0273,MegaeraField_0273,,,,I'll make you scream.
Integrated,MegaeraField_,0274,MegaeraField_0274,,,,I'll hurt you worse than that.
Integrated,MegaeraField_,0275,MegaeraField_0275,,,,I feel your pain.
Integrated,MegaeraField_,0276,MegaeraField_0276,,,,I don't think so.
Integrated,MegaeraField_,0277,MegaeraField_0277,,,,"You're weak, Zag."
Integrated,MegaeraField_,0278,MegaeraField_0278,,,,Weak.
Integrated,MegaeraField_,0279,MegaeraField_0279,,,,Not a chance.
Integrated,MegaeraField_,0280,MegaeraField_0280,,,,I think not.
Integrated,MegaeraField_,0281,MegaeraField_0281,,,,Fool.
Integrated,MegaeraField_,0282,MegaeraField_0282,,,,Pshh.
Integrated,MegaeraField_,0283,MegaeraField_0283,,,,You can't hurt me.
Integrated,MegaeraField_,0284,MegaeraField_0284,,,,"I need backup, now!"
Integrated,MegaeraField_,0285,MegaeraField_0285,,,,"Come, wretches!"
Integrated,MegaeraField_,0286,MegaeraField_0286,,,,"Requesting backup, damn it!"
Integrated,MegaeraField_,0287,MegaeraField_0287,,,,"Come and kill him, wretches!"
Integrated,MegaeraField_,0288,MegaeraField_0288,,,,"Wretches, bring him down!"
Integrated,MegaeraField_,0289,MegaeraField_0289,,,,Meet some of my friends.
Integrated,MegaeraField_,0290,MegaeraField_0290,,,,That's it.
Integrated,MegaeraField_,0291,MegaeraField_0291,,,,All right.
Integrated,MegaeraField_,0292,MegaeraField_0292,,,,Let's end this.
Integrated,MegaeraField_,0293,MegaeraField_0293,,,,This ends here.
Integrated,MegaeraField_,0294,MegaeraField_0294,,,,I'm not through with you yet.
Integrated,MegaeraField_,0295,MegaeraField_0295,,,,Enough of this.
Integrated,MegaeraField_,0296,MegaeraField_0296,,,,Finally.
Integrated,MegaeraField_,0297,MegaeraField_0297,,,,I finally got you.
Integrated,MegaeraField_,0298,MegaeraField_0298,,,,I got you.
Integrated,MegaeraField_,0299,MegaeraField_0299,,,,Do not come back.
Integrated,MegaeraField_,0300,MegaeraField_0300,,,,Stupid fool.
Integrated,MegaeraField_,0301,MegaeraField_0301,,,,You little fool.
Integrated,MegaeraField_,0302,MegaeraField_0302,,,,Do say hello to Nyx for me.
Integrated,MegaeraField_,0303,MegaeraField_0303,,,,Drown in the River Styx.
Integrated,MegaeraField_,0304,MegaeraField_0304,,,,We're through.
Integrated,MegaeraField_,0305,MegaeraField_0305,,,,We're finished here.
Integrated,MegaeraField_,0306,MegaeraField_0306,,,,"I'll kill you again, and again, and again."
Integrated,MegaeraField_,0307,MegaeraField_0307,,,,Your shining relatives can't help you here.
Integrated,MegaeraField_,0308,MegaeraField_0308,,,,Next time will pan out just like this.
Integrated,MegaeraField_,0309,MegaeraField_0309,,,,I'll send you back as often as it takes.
Integrated,MegaeraField_,0310,MegaeraField_0310,,,,You must have let me win.
Integrated,MegaeraField_,0311,MegaeraField_0311,,,,Your heart just wasn't in it... why?
Integrated,MegaeraField_,0312,MegaeraField_0312,,,,I'll take what vengeance I can get.
Integrated,MegaeraField_,0313,MegaeraField_0313,,,,The Fates were on my side for once.
Integrated,MegaeraField_,0314,MegaeraField_0314,,,,"You're out of practice, Zag."
Integrated,MegaeraField_,0315,MegaeraField_0315,,,,Get out of here.
Integrated,MegaeraField_,0316,MegaeraField_0316,,,,"Ungh, damn..."
Integrated,MegaeraField_,0317,MegaeraField_0317,,,,Damn you...
Integrated,MegaeraField_,0318,MegaeraField_0318,,,,"Ngh, blood and--"
Integrated,MegaeraField_,0319,MegaeraField_0319,,,,"Lord Hades, I..."
Integrated,MegaeraField_,0320,MegaeraField_0320,,,,Sisters...
Integrated,MegaeraField_,0321,MegaeraField_0321,,,,"Why, you..."
Integrated,MegaeraField_,0322,MegaeraField_0322,,,,This is...
Integrated,MegaeraField_,0323,MegaeraField_0323,,,,How could I--!
Integrated,MegaeraField_,0324,MegaeraField_0324,,,,Absurd...
Integrated,MegaeraField_,0325,MegaeraField_0325,,,,Why...
Integrated,MegaeraField_,0326,MegaeraField_0326,,,,Alecto!
Integrated,MegaeraField_,0327,MegaeraField_0327,,,,Alecto...!
Integrated,MegaeraField_,0328,MegaeraField_0328,,,,"Here, Alecto!"
Integrated,MegaeraField_,0329,MegaeraField_0329,,,,"Here, Alecto...!"
Integrated,MegaeraField_,0330,MegaeraField_0330,,,,"Alecto, now!"
Integrated,MegaeraField_,0331,MegaeraField_0331,,,,"Alecto, now!!"
Integrated,MegaeraField_,0332,MegaeraField_0332,,,,"Now, Alecto!"
Integrated,MegaeraField_,0333,MegaeraField_0333,,,,"Now, Alecto!!"
Integrated,MegaeraField_,0334,MegaeraField_0334,,,,"Alecto, get him!"
Integrated,MegaeraField_,0335,MegaeraField_0335,,,,"Alecto, bleed him!"
Integrated,MegaeraField_,0336,MegaeraField_0336,,,,Alecto!!
Darren,MegaeraField_,0337,MegaeraField_0337,,,,"Damn it, Alecto."
Darren,MegaeraField_,0338,MegaeraField_0338,,,,Alecto...
Integrated,MegaeraField_,0339,MegaeraField_0339,,,,"Ready, Alecto."
Integrated,MegaeraField_,0340,MegaeraField_0340,,,,"Ready, Sister!"
Integrated,MegaeraField_,0341,MegaeraField_0341,,,,Tisiphone!
Integrated,MegaeraField_,0342,MegaeraField_0342,,,,Tisiphone...!
Integrated,MegaeraField_,0343,MegaeraField_0343,,,,"Here, Tis!"
Integrated,MegaeraField_,0344,MegaeraField_0344,,,,"Here, Tis...!"
Integrated,MegaeraField_,0345,MegaeraField_0345,,,,"Tis, now!"
Integrated,MegaeraField_,0346,MegaeraField_0346,,,,"Tisiphone, now!!"
Integrated,MegaeraField_,0347,MegaeraField_0347,,,,"Now, Tis!"
Integrated,MegaeraField_,0348,MegaeraField_0348,,,,"Now, Tis!!"
Integrated,MegaeraField_,0349,MegaeraField_0349,,,,"Tisiphone, kill him!"
Integrated,MegaeraField_,0350,MegaeraField_0350,,,,"Tisiphone, kill!"
Darren,MegaeraField_,0351,MegaeraField_0351,,,,Tisiphone!!
Darren,MegaeraField_,0352,MegaeraField_0352,,,,"Tis, no..."
Darren,MegaeraField_,0353,MegaeraField_0353,,,,Tisiphone...
Integrated,MegaeraField_,0354,MegaeraField_0354,,,,"Ready, Tis."
Darren,MegaeraField_,0355,MegaeraField_0355,,,,"I'm ready, Sister."
Integrated,MegaeraField_,0356,MegaeraField_0356,,,,"Come, sisters!"
Integrated,MegaeraField_,0357,MegaeraField_0357,,,,"Now, sisters!"
Integrated,MegaeraField_,0358,MegaeraField_0358,,,,"Prepare, sisters!"
Integrated,MegaeraField_,0359,MegaeraField_0359,,,,"Ready, sisters."
Integrated,MegaeraField_,0360,MegaeraField_0360,,,,"Ready, sisters?"
Integrated,MegaeraField_,0361,MegaeraField_0361,,,,"Alecto, Tisiphone, now!!"
Integrated,MegaeraField_,0362,MegaeraField_0362,,,,"Alecto, Tis, you ready?"
Integrated,MegaeraField_,0363,MegaeraField_0363,,,,"Erinyes, ready."
Darren,MegaeraField_,0364,MegaeraField_0364,,,,I'll do this myself.
Integrated,MegaeraField_,0365,MegaeraField_0365,,,,We are the Furies!!
Integrated,MegaeraField_,0366,MegaeraField_0366,,,,Now!
Integrated,MegaeraField_,0367,MegaeraField_0367,,,,Attack!
Integrated,MegaeraField_,0368,MegaeraField_0368,,,,Kill!
Integrated,MegaeraField_,0369,MegaeraField_0369,,,,We got him.
Integrated,MegaeraField_,0370,MegaeraField_0370,,,,We are the Furies.
Integrated,MegaeraField_,0371,MegaeraField_0371,,,,Our work here is done.
Integrated,MegaeraField_,0372,MegaeraField_0372,,,,He had no chance against us.
Integrated,MegaeraField_,0373,MegaeraField_0373,,,,<Laughter>
Integrated,MegaeraField_,0374,MegaeraField_0374,,,,<Laughter>
Integrated,MegaeraField_,0375,MegaeraField_0375,,,,<Laughter>
Integrated,MegaeraField_,0376,MegaeraField_0376,,,,<Laughter>
Integrated,MegaeraField_,0377,MegaeraField_0377,,,,<Laughter>
Unused,MegaeraField_,0397,MegaeraField_0397,,,,"I would be very much obliged. But first, I'd like to introduce you to my whip."
Integrated,MegaeraField_,0398,MegaeraField_0398,,,,What--?
Integrated,MegaeraField_,0399,MegaeraField_0399,,,,What...!
Integrated,MegaeraField_,0400,MegaeraField_0400,,,,Zagreus...
Integrated,MegaeraField_,0401,MegaeraField_0401,,,,Come then.
Integrated,MegaeraField_,0402,MegaeraField_0402,,,,Do your worst.
Integrated,MegaeraField_,0403,MegaeraField_0403,,,,How...?
Integrated,MegaeraField_,0404,MegaeraField_0404,,,,How...
Integrated,MegaeraField_,0405,MegaeraField_0405,,,,What is this.
Integrated,MegaeraField_,0406,MegaeraField_0406,,,,What's gotten into you.
Integrated,MegaeraField_,0407,MegaeraField_0407,,,,So...
Integrated,MegaeraField_,0408,MegaeraField_0408,,,,How did you--?
Integrated,MegaeraField_,0409,MegaeraField_0409,,,,How did you...!
Integrated,MegaeraField_,0410,MegaeraField_0410,,,,This again.
Integrated,MegaeraField_,0411,MegaeraField_0411,,,,You're angry.
Integrated,MegaeraField_,0412,MegaeraField_0412,,,,You have no self control.
Integrated,MegaeraField_,0413,MegaeraField_0413,,,,Control yourself.
Darren,MegaeraField_,0416,MegaeraField_0416,,,,"Alecto and I. We've had a chance to talk, and we have come to an agreement, Zagreus. As you can see."
Darren,MegaeraField_,0417,MegaeraField_0417,,,,"Tisiphone and I. We've had a chance to work things out, and we have come to an agreement, Zagreus. As you can see."
Darren,MegaeraField_,0418,MegaeraField_0418,,,,"We're each well past the need for any sport. We'll kill you, whatever it takes. Sister! Now."
Integrated,MegaeraField_,0448,MegaeraField_0448,,,,Hold on!
Integrated,MegaeraField_,0449,MegaeraField_0449,,,,I got you.
Integrated,MegaeraField_,0450,MegaeraField_0450,,,,I'm here.
Integrated,MegaeraField_,0451,MegaeraField_0451,,,,Get back.
Integrated,MegaeraField_,0452,MegaeraField_0452,,,,Zagreus!
Integrated,MegaeraField_,0453,MegaeraField_0453,,,,Zag!
Integrated,MegaeraField_,0454,MegaeraField_0454,,,,You called?
Integrated,MegaeraField_,0455,MegaeraField_0455,,,,Look at this mess!
Integrated,MegaeraField_,0456,MegaeraField_0456,,,,What a mess!
Integrated,MegaeraField_,0457,MegaeraField_0457,,,,"Fine mess, Zag."
Integrated,MegaeraField_,0458,MegaeraField_0458,,,,I have this.
Integrated,MegaeraField_,0459,MegaeraField_0459,,,,"Need help, Zag?"
Integrated,MegaeraField_,0460,MegaeraField_0460,,,,I'll take care of this.
Integrated,MegaeraField_,0461,MegaeraField_0461,,,,No problem.
Integrated,MegaeraField_,0462,MegaeraField_0462,,,,Got your message.
Integrated,MegaeraField_,0463,MegaeraField_0463,,,,Keep fighting.
Integrated,MegaeraField_,0464,MegaeraField_0464,,,,Get away from him!
Integrated,MegaeraField_,0465,MegaeraField_0465,,,,Back off!
Integrated,MegaeraField_,0466,MegaeraField_0466,,,,Back. Off.
Integrated,MegaeraField_,0467,MegaeraField_0467,,,,Here!
Integrated,MegaeraField_,0468,MegaeraField_0468,,,,Get off him!
Integrated,MegaeraField_,0469,MegaeraField_0469,,,,"This monster, huh."
Integrated,MegaeraField_,0470,MegaeraField_0470,,,,"Too hot for you here, Zag?"
Integrated,MegaeraField_,0471,MegaeraField_0471,,,,"Hydra trouble, Zagreus?"
Integrated,MegaeraField_,0472,MegaeraField_0472,,,,"Hello, Hydra."
Integrated,MegaeraField_,0473,MegaeraField_0473,,,,"Back, Hydra!"
Integrated,MegaeraField_,0474,MegaeraField_0474,,,,How can you stand this heat?
Integrated,MegaeraField_,0475,MegaeraField_0475,,,,"Hail, Asterius!"
Integrated,MegaeraField_,0476,MegaeraField_0476,,,,Asterius!
Integrated,MegaeraField_,0477,MegaeraField_0477,,,,Pardon the interruption.
Integrated,MegaeraField_,0478,MegaeraField_0478,,,,So much for a fair fight.
Integrated,MegaeraField_,0479,MegaeraField_0479,,,,"Looks like you have your hands full, Zagreus."
Integrated,MegaeraField_,0480,MegaeraField_0480,,,,"Beware, Bull of Minos."
Integrated,MegaeraField_,0481,MegaeraField_0481,,,,"Beware me, Champion!"
Integrated,MegaeraField_,0482,MegaeraField_0482,,,,"Hail, King of Athens!"
Integrated,MegaeraField_,0483,MegaeraField_0483,,,,Mind if I drop in?
Integrated,MegaeraField_,0484,MegaeraField_0484,,,,Let's even this up.
Integrated,MegaeraField_,0485,MegaeraField_0485,,,,Theseus!!
Integrated,MegaeraField_,0486,MegaeraField_0486,,,,Don't you touch him!
Integrated,MegaeraField_,0487,MegaeraField_0487,,,,Thanatos.
Integrated,MegaeraField_,0488,MegaeraField_0488,,,,Hi Than.
Integrated,MegaeraField_,0489,MegaeraField_0489,,,,How much help do you need?
Integrated,MegaeraField_,0490,MegaeraField_0490,,,,Don't you have enough help?
Integrated,MegaeraField_,0491,MegaeraField_0491,,,,"You don't need me if he's here, Zagreus."
Integrated,MegaeraField_,0492,MegaeraField_0492,,,,Am I interrupting something?
Integrated,MegaeraField_,0493,MegaeraField_0493,,,,"Forgive me, Lord Hades."
Integrated,MegaeraField_,0494,MegaeraField_0494,,,,"Forgive me, lord."
Integrated,MegaeraField_,0495,MegaeraField_0495,,,,Lord Hades!
Integrated,MegaeraField_,0496,MegaeraField_0496,,,,"I have to help him, lord!"
Integrated,MegaeraField_,0497,MegaeraField_0497,,,,"Really, Zagreus?!"
Integrated,MegaeraField_,0498,MegaeraField_0498,,,,"You are embarrassing me, Zag!"
Integrated,MegaeraField_,0499,MegaeraField_0499,,,,Not had enough of me?
Integrated,MegaeraField_,0500,MegaeraField_0500,,,,"What, again?"
Integrated,MegaeraField_,0501,MegaeraField_0501,,,,More help already?
Integrated,MegaeraField_,0502,MegaeraField_0502,,,,What is it now?
Integrated,MegaeraField_,0503,MegaeraField_0503,,,,Tsch already?
Integrated,MegaeraField_,0504,MegaeraField_0504,,,,"You miss me, Zagreus?"
Integrated,MegaeraField_,0505,MegaeraField_0505,,,,I'm here again.
Integrated,MegaeraField_,0506,MegaeraField_0506,,,,"What, already?"
Integrated,MegaeraField_,0507,MegaeraField_0507,,,,Don't die.
Integrated,MegaeraField_,0508,MegaeraField_0508,,,,Keep going.
Integrated,MegaeraField_,0509,MegaeraField_0509,,,,See you.
Integrated,MegaeraField_,0510,MegaeraField_0510,,,,Got to go.
Integrated,MegaeraField_,0511,MegaeraField_0511,,,,Take it away.
Integrated,MegaeraField_,0512,MegaeraField_0512,,,,I have to go.
Integrated,MegaeraField_,0513,MegaeraField_0513,,,,Fight on.
Integrated,MegaeraField_,0514,MegaeraField_0514,,,,Got to get back.
Integrated,MegaeraField_,0515,MegaeraField_0515,,,,Nice try.
Integrated,MegaeraField_,0516,MegaeraField_0516,,,,What did you expect to happen there?
Integrated,MegaeraField_,0517,MegaeraField_0517,,,,That's not going to work.
Integrated,MegaeraField_,0518,MegaeraField_0518,,,,I don't think so.
Integrated,MegaeraField_,0519,MegaeraField_0519,,,,No saving you from this one.
Integrated,MegaeraField_,0520,MegaeraField_0520,,,,"Hahaha, no."
Integrated,MegaeraField_,0521,MegaeraField_0521,,,,"No way, Zag."
