ZagreusHome,ID,ID,ID,,,,Line,,Notes by AR,Notes by DK,
Integrated,ZagreusHome_,0091,ZagreusHome_0091,,,,Whoops!,,,,
Integrated,ZagreusHome_,0092,ZagreusHome_0092,,,,Erm sorry...!,,,,
Integrated,ZagreusHome_,0093,ZagreusHome_0093,,,,Oh must've slipped.,,,,
Integrated,ZagreusHome_,0094,ZagreusHome_0094,,,,Go away.,,,,
Integrated,ZagreusHome_,0095,ZagreusHome_0095,,,,Out of my way.,,,,
Integrated,ZagreusHome_,0096,ZagreusHome_0096,,,,Shoo already.,,,,
Integrated,ZagreusHome_,0097,ZagreusHome_0097,,,,Out of my sight.,,,,
Integrated,ZagreusHome_,0098,ZagreusHome_0098,,,,Piss off.,,,,
Integrated,ZagreusHome_,0099,ZagreusHome_0099,,,,Buhhh....,,,,
Integrated,ZagreusHome_,0100,ZagreusHome_0100,,,,I... can't get used to that.,,,,
Integrated,ZagreusHome_,0101,ZagreusHome_0101,,,,Brrr...,,,,
Integrated,ZagreusHome_,0102,ZagreusHome_0102,,,,Well...,,,,
Integrated,ZagreusHome_,0103,ZagreusHome_0103,,,,"Well, time to go get killed again.",,,,
Integrated,ZagreusHome_,0104,ZagreusHome_0104,,,,<Sigh....>,,,,
Integrated,ZagreusHome_,0105,ZagreusHome_0105,,,,"Night and Darkness, guide me.",,,,
Integrated,ZagreusHome_,0106,ZagreusHome_0106,,,,There.,,,,
Integrated,ZagreusHome_,0107,ZagreusHome_0107,,,,Thank you Nyx.,,,,
Integrated,ZagreusHome_,0108,ZagreusHome_0108,,,,All right.,,,,
Integrated,ZagreusHome_,0109,ZagreusHome_0109,,,,"How dare you, sir.",,,,
Integrated,ZagreusHome_,0129,ZagreusHome_0129,,,,Let's see here.,,,,
Integrated,ZagreusHome_,0130,ZagreusHome_0130,,,,Keepsakes hold power.,,,,
Integrated,ZagreusHome_,0131,ZagreusHome_0131,,,,Nothing here yet.,,,,
Integrated,ZagreusHome_,0132,ZagreusHome_0132,,,,Which to choose.,,,,
Integrated,ZagreusHome_,0133,ZagreusHome_0133,,,,Which one.,,,,
Integrated,ZagreusHome_,0134,ZagreusHome_0134,,,,A new addition to the old collection.,,,,
Integrated,ZagreusHome_,0135,ZagreusHome_0135,,,,Go with that one.,,,,
Integrated,ZagreusHome_,0136,ZagreusHome_0136,,,,All set.,,,,
Integrated,ZagreusHome_,0137,ZagreusHome_0137,,,,Might help.,,,,
Integrated,ZagreusHome_,0138,ZagreusHome_0138,,,,Need to find a key.,,,,
Integrated,ZagreusHome_,0139,ZagreusHome_0139,,,,Need a key.,,,,
Integrated,ZagreusHome_,0140,ZagreusHome_0140,,,,It's sealed shut.,,,,
Integrated,ZagreusHome_,0141,ZagreusHome_0141,,,,Can't open this yet.,,,,
Integrated,ZagreusHome_,0142,ZagreusHome_0142,,,,Locked.,,,,
Integrated,ZagreusHome_,0143,ZagreusHome_0143,,,,There we go!,,,,
Integrated,ZagreusHome_,0144,ZagreusHome_0144,,,,Open up.,,,,
Integrated,ZagreusHome_,0145,ZagreusHome_0145,,,,That should do it.,,,,
Integrated,ZagreusHome_,0146,ZagreusHome_0146,,,,I can do better than that.,,,,
Integrated,ZagreusHome_,0147,ZagreusHome_0147,,,,Like to think I learned something back there.,,,,
Integrated,ZagreusHome_,0148,ZagreusHome_0148,,,,"Ouch, all right, again?",,,,
Integrated,ZagreusHome_,0149,ZagreusHome_0149,,,,Just have to try again.,,,,
Integrated,ZagreusHome_,0150,ZagreusHome_0150,,,,Got to keep at it.,,,,
Integrated,ZagreusHome_,0151,ZagreusHome_0151,,,,One more time.,,,,
Integrated,ZagreusHome_,0152,ZagreusHome_0152,,,,Let's go.,,,,
Integrated,ZagreusHome_,0153,ZagreusHome_0153,,,,Here we go.,,,,
Integrated,ZagreusHome_,0154,ZagreusHome_0154,,,,Out we go.,,,,
Integrated,ZagreusHome_,0155,ZagreusHome_0155,,,,No turning back.,,,,
Integrated,ZagreusHome_,0156,ZagreusHome_0156,,,,"Bye, everyone.",,,,
Integrated,ZagreusHome_,0157,ZagreusHome_0157,,,,"Darkness, give me strength.",,,,
Integrated,ZagreusHome_,0158,ZagreusHome_0158,,,,"Night, give me strength.",,,,
Integrated,ZagreusHome_,0159,ZagreusHome_0159,,,,Darkness is power.,,,,
Integrated,ZagreusHome_,0160,ZagreusHome_0160,,,,Night and Darkness.,,,,
Integrated,ZagreusHome_,0165,ZagreusHome_0165,,,,If you insist...!,,,,
Integrated,ZagreusHome_,0170,ZagreusHome_0170,,,,Those two are at it again. I'd best stay out of this.,,,,
Integrated,ZagreusHome_,0173,ZagreusHome_0173,,,,...Looks like these two are at it again. I'd better stay out of this.,,,,
Unused,ZagreusHome_,0174,ZagreusHome_0174,,,,...Looks like these two are busy making friends. I'd better stay out of this.,,,,
Integrated,ZagreusHome_,0175,ZagreusHome_0175,,,,"Mischief, me? I was just going to have a little look through Father's stuff.",,,,
Integrated,ZagreusHome_,0176,ZagreusHome_0176,,,,"Lower your voice, old man, I'm trying to be sneaky here...!",,,,
Integrated,ZagreusHome_,0177,ZagreusHome_0177,,,,"I said, shut up, old man!",,,,
Integrated,ZagreusHome_,0184,ZagreusHome_0184,,,,"Um, Meg...?",,,,
Integrated,ZagreusHome_,0189,ZagreusHome_0189,,,,"She has, Nyx. I am grateful that you put us into contact, and explained to her the situation that I'm in.",,,,
Unused,ZagreusHome_,0199,ZagreusHome_0199,,,,"Why, um, I'm just on my way right now, Dusa, but, some other time, for sure! I think I'd like that, really!",,,,
Integrated,ZagreusHome_,0207,ZagreusHome_0207,,,,That's... I'm sorry to hear that. Thank you for letting me know. She sounds truly wonderful.,,,,
Integrated,ZagreusHome_,0208,ZagreusHome_0208,,,,"Mate, if you don't mind, I'd love it if you told me more about your muse. Eurydice.",,,,
Unused,ZagreusHome_,0212,ZagreusHome_0212,,,,"Orpheus here believes absolutely everything. At first I thought it mean, telling tall tales to him, but it seems to be the only way to cheer him up.",,,,
Integrated,ZagreusHome_,0233,ZagreusHome_0233,,,,Nothing for me back there anyway.,,,,
Unused,ZagreusHome_,0237,ZagreusHome_0237,,,,Orpheus here hasn't sung a song in I don't know how long. Father basically ignores him now.,,,,
Integrated,ZagreusHome_,0238,ZagreusHome_0238,,,,"Don't worry, mate. Father can't make you sing if you don't want to. I might be gone a while, so... take care of yourself.",,,,
Integrated,ZagreusHome_,0241,ZagreusHome_0241,,,,Thanks for all your hard work...!,,,,
Integrated,ZagreusHome_,0242,ZagreusHome_0242,,,,"And, there she goes again....",,,,
Integrated,ZagreusHome_,0244,ZagreusHome_0244,,,,Dusa...?,,,,
Integrated,ZagreusHome_,0246,ZagreusHome_0246,,,,...Wow. She didn't even wait for my response.,,,,
Unused,ZagreusHome_,0247,ZagreusHome_0247,,,,"Better than I could have possibly imagined, Nyx. I'm grateful that you found me such a fine replacement.",,,,
Integrated,ZagreusHome_,0258,ZagreusHome_0258,,,,"What can I say, I try.",,,,
Integrated,ZagreusHome_,0261,ZagreusHome_0261,,,,I hope you're right.,,,,
Integrated,ZagreusHome_,0264,ZagreusHome_0264,,,,It's better than nothing.,,,,
Integrated,ZagreusHome_,0265,ZagreusHome_0265,,,,I listen!,,,,
Integrated,ZagreusHome_,0266,ZagreusHome_0266,,,,I want to go lie down.,,,,
Integrated,ZagreusHome_,0267,ZagreusHome_0267,,,,What's the good word.,,,,
Integrated,ZagreusHome_,0268,ZagreusHome_0268,,,,What are those shades muttering about.,,,,
Integrated,ZagreusHome_,0269,ZagreusHome_0269,,,,Moaning and groaning.,,,,
Integrated,ZagreusHome_,0270,ZagreusHome_0270,,,,Those shades are always milling about.,,,,
Integrated,ZagreusHome_,0271,ZagreusHome_0271,,,,"Well see you later, then.",,,,
Integrated,ZagreusHome_,0272,ZagreusHome_0272,,,,You take care.,,,,
Integrated,ZagreusHome_,0273,ZagreusHome_0273,,,,Until next time.,,,,
Integrated,ZagreusHome_,0274,ZagreusHome_0274,,,,Till next time.,,,,
Integrated,ZagreusHome_,0275,ZagreusHome_0275,,,,Good-bye for now.,,,,
Integrated,ZagreusHome_,0276,ZagreusHome_0276,,,,Bye for now.,,,,
Integrated,ZagreusHome_,0282,ZagreusHome_0282,,,,That's strangely comforting to know.,,,,
Integrated,ZagreusHome_,0284,ZagreusHome_0284,,,,Looking forward to it.,,,,
Integrated,ZagreusHome_,0286,ZagreusHome_0286,,,,"Pleasure doing business, then.",,,,
Integrated,ZagreusHome_,0296,ZagreusHome_0296,,,,Just minding my own business.,,,,
Integrated,ZagreusHome_,0297,ZagreusHome_0297,,,,"Cheer up, everybody.",,,,
Integrated,ZagreusHome_,0298,ZagreusHome_0298,,,,Dum-de-dum...,,,,
Integrated,ZagreusHome_,0299,ZagreusHome_0299,,,,La-di-dah...,,,,
Integrated,ZagreusHome_,0300,ZagreusHome_0300,,,,Hm-hmm-hmmm.,,,,
Integrated,ZagreusHome_,0301,ZagreusHome_0301,,,,How many times has it been?,,,,
Integrated,ZagreusHome_,0302,ZagreusHome_0302,,,,How many times has it been now?,,,,
Integrated,ZagreusHome_,0303,ZagreusHome_0303,,,,As many chances as it takes.,,,,
Integrated,ZagreusHome_,0304,ZagreusHome_0304,,,,Just need to keep at it.,,,,
Integrated,ZagreusHome_,0305,ZagreusHome_0305,,,,That many tries so far?,,,,
Integrated,ZagreusHome_,0306,ZagreusHome_0306,,,,Some new decor.,,,,
Integrated,ZagreusHome_,0307,ZagreusHome_0307,,,,Should liven things a bit.,,,,
Integrated,ZagreusHome_,0308,ZagreusHome_0308,,,,I'll just set that there.,,,,
Integrated,ZagreusHome_,0309,ZagreusHome_0309,,,,Looks good I guess.,,,,
Integrated,ZagreusHome_,0310,ZagreusHome_0310,,,,"Cheers, Hypnos!",,,,
Integrated,ZagreusHome_,0311,ZagreusHome_0311,,,,"Thank you, boy!",,,,
Integrated,ZagreusHome_,0312,ZagreusHome_0312,,,,"I'm very grateful, Nyx.",,,,
Integrated,ZagreusHome_,0313,ZagreusHome_0313,,,,"Thanks so much, sir.",,,,
Integrated,ZagreusHome_,0314,ZagreusHome_0314,,,,"You're welcome, Father.",,,,
Integrated,ZagreusHome_,0315,ZagreusHome_0315,,,,"Cheers, mate.",,,,
Integrated,ZagreusHome_,0316,ZagreusHome_0316,,,,"Thanks, Ms. Dusa.",,,,
Integrated,ZagreusHome_,0317,ZagreusHome_0317,,,,"I, uh, thanks.",,,,
Integrated,ZagreusHome_,0318,ZagreusHome_0318,,,,"Thank you, Than.",,,,
Integrated,ZagreusHome_,0319,ZagreusHome_0319,,,,"I don't know what to say, mate.",,,,
Integrated,ZagreusHome_,0320,ZagreusHome_0320,,,,"Thanks for that, sir.",,,,
Integrated,ZagreusHome_,0321,ZagreusHome_0321,,,,"You're too kind, mate.",,,,
Integrated,ZagreusHome_,0322,ZagreusHome_0322,,,,"My thanks, Lord Uncle Zeus.",,,,
Integrated,ZagreusHome_,0323,ZagreusHome_0323,,,,"I thank you, Uncle.",,,,
Integrated,ZagreusHome_,0324,ZagreusHome_0324,,,,"Lady Athena, thank you.",,,,
Integrated,ZagreusHome_,0325,ZagreusHome_0325,,,,"I'm honored, Aphrodite.",,,,
Integrated,ZagreusHome_,0326,ZagreusHome_0326,,,,"Lady Artemis, you honor me.",,,,
Integrated,ZagreusHome_,0327,ZagreusHome_0327,,,,"Thank you, Dionysus mate.",,,,
Integrated,ZagreusHome_,0328,ZagreusHome_0328,,,,"Master Chaos, thank you.",,,,
Integrated,ZagreusHome_,0329,ZagreusHome_0329,,,,I'm grateful.,,,,
To Be Integrated,ZagreusHome_,0330,ZagreusHome_0330,,,,Thank you.,,,,
Integrated,ZagreusHome_,0331,ZagreusHome_0331,,,,Appreciate that.,,,,
Darren,ZagreusHome_,0332,ZagreusHome_0332,,,,I won't forget this.,,,,
Integrated,ZagreusHome_,0333,ZagreusHome_0333,,,,Cheers for that.,,,,
Integrated,ZagreusHome_,0334,ZagreusHome_0334,,,,You're too kind.,,,,
Integrated,ZagreusHome_,0335,ZagreusHome_0335,,,,I'm not listening.,,,,
Integrated,ZagreusHome_,0336,ZagreusHome_0336,,,,Must be something worth a damn in here.,,,,
Unused,ZagreusHome_,0337,ZagreusHome_0337,,,,Mother... why...,,,,
Unused,ZagreusHome_,0338,ZagreusHome_0338,,,,"I'm standing right here, old man.",,,,
Integrated,ZagreusHome_,0339,ZagreusHome_0339,,,,"You know I can hear you, old man.",,,,
Integrated,ZagreusHome_,0340,ZagreusHome_0340,,,,It's not that orderly really.,,,,
Integrated,ZagreusHome_,0341,ZagreusHome_0341,,,,The Mirror's grown in power.,,,,
Integrated,ZagreusHome_,0342,ZagreusHome_0342,,,,The Mirror's even stronger.,,,,
Integrated,ZagreusHome_,0343,ZagreusHome_0343,,,,I can do anything.,,,,
Integrated,ZagreusHome_,0344,ZagreusHome_0344,,,,More ways to grow my strength.,,,,
Integrated,ZagreusHome_,0345,ZagreusHome_0345,,,,Ready.,,,,
Integrated,ZagreusHome_,0346,ZagreusHome_0346,,,,I'm ready.,,,,
Integrated,ZagreusHome_,0347,ZagreusHome_0347,,,,Again.,,,,
Integrated,ZagreusHome_,0348,ZagreusHome_0348,,,,Again!,,,,
Integrated,ZagreusHome_,0349,ZagreusHome_0349,,,,Away we go.,,,,
Integrated,ZagreusHome_,0350,ZagreusHome_0350,,,,Off we go.,,,,
Integrated,ZagreusHome_,0351,ZagreusHome_0351,,,,"And, click.",,,,
Integrated,ZagreusHome_,0352,ZagreusHome_0352,,,,Let's try it.,,,,
Integrated,ZagreusHome_,0353,ZagreusHome_0353,,,,"This one, why not.",,,,
Integrated,ZagreusHome_,0354,ZagreusHome_0354,,,,This one then.,,,,
Integrated,ZagreusHome_,0355,ZagreusHome_0355,,,,Let's see what's in here.,,,,
Integrated,ZagreusHome_,0356,ZagreusHome_0356,,,,Got something new to try.,,,,
Integrated,ZagreusHome_,0357,ZagreusHome_0357,,,,What's this one here.,,,,
Integrated,ZagreusHome_,0358,ZagreusHome_0358,,,,What's that one there.,,,,
Integrated,ZagreusHome_,0359,ZagreusHome_0359,,,,That one looks interesting.,,,,
Integrated,ZagreusHome_,0360,ZagreusHome_0360,,,,What's this one do.,,,,
Integrated,ZagreusHome_,0361,ZagreusHome_0361,,,,Empty for now.,,,,
Integrated,ZagreusHome_,0362,ZagreusHome_0362,,,,I'll have to come back later.,,,,
Integrated,ZagreusHome_,0363,ZagreusHome_0363,,,,No keepsakes yet.,,,,
Integrated,ZagreusHome_,0364,ZagreusHome_0364,,,,OK!,,,,
Integrated,ZagreusHome_,0365,ZagreusHome_0365,,,,Should help.,,,,
Integrated,ZagreusHome_,0366,ZagreusHome_0366,,,,"You have my thanks, Lord Ares.",,,,
Integrated,ZagreusHome_,0367,ZagreusHome_0367,,,,Well that was interesting.,,,,
Integrated,ZagreusHome_,0368,ZagreusHome_0368,,,,"Showed that stupid Hydra, at least.",,,,
Integrated,ZagreusHome_,0369,ZagreusHome_0369,,,,"Thank you, thank you.",,,,
Integrated,ZagreusHome_,0370,ZagreusHome_0370,,,,Someday I'll go even farther.,,,,
Integrated,ZagreusHome_,0371,ZagreusHome_0371,,,,Did pretty well that time.,,,,
Integrated,ZagreusHome_,0372,ZagreusHome_0372,,,,Think that's about as far as I can get for now.,,,,
Integrated,ZagreusHome_,0373,ZagreusHome_0373,,,,Is that... music?,,,,
Integrated,ZagreusHome_,0374,ZagreusHome_0374,,,,No way... Orpheus?,,,,
Integrated,ZagreusHome_,0375,ZagreusHome_0375,,,,You... why...,,,,
Integrated,ZagreusHome_,0376,ZagreusHome_0376,,,,"Hi, Nyx.",,,,
Integrated,ZagreusHome_,0377,ZagreusHome_0377,,,,Brilliant.,,,,
Integrated,ZagreusHome_,0378,ZagreusHome_0378,,,,Noted.,,,,
Integrated,ZagreusHome_,0379,ZagreusHome_0379,,,,I haven't!,,,,
Integrated,ZagreusHome_,0380,ZagreusHome_0380,,,,I have not.,,,,
Integrated,ZagreusHome_,0381,ZagreusHome_0381,,,,"You know, I haven't.",,,,
Integrated,ZagreusHome_,0382,ZagreusHome_0382,,,,Right.,,,,
Integrated,ZagreusHome_,0383,ZagreusHome_0383,,,,"I haven't, no!",,,,
Integrated,ZagreusHome_,0384,ZagreusHome_0384,,,,That's not a bad idea.,,,,
Integrated,ZagreusHome_,0385,ZagreusHome_0385,,,,OK!,,,,
Integrated,ZagreusHome_,0392,ZagreusHome_0392,,,,OK she got me.,,,,
Integrated,ZagreusHome_,0393,ZagreusHome_0393,,,,"Damn you, Meg.",,,,
Integrated,ZagreusHome_,0394,ZagreusHome_0394,,,,"I'll get you for that, Meg.",,,,
Integrated,ZagreusHome_,0395,ZagreusHome_0395,,,,Ugh. Skeletons.,,,,
Integrated,ZagreusHome_,0396,ZagreusHome_0396,,,,Stupid skeleton twins.,,,,
Integrated,ZagreusHome_,0397,ZagreusHome_0397,,,,Bloodless bastards got me.,,,,
Integrated,ZagreusHome_,0398,ZagreusHome_0398,,,,"Ugh, that stupid Hydra...",,,,
Integrated,ZagreusHome_,0399,ZagreusHome_0399,,,,"Urgh, I'll get that Hydra.",,,,
Integrated,ZagreusHome_,0400,ZagreusHome_0400,,,,I hate that Hydra...,,,,
Unused,ZagreusHome_,0408,ZagreusHome_0408,,,,Least we can look forward to the grand reopening.,,,,
Integrated,ZagreusHome_,0409,ZagreusHome_0409,,,,Cerberus destroyed the lounge again?,,,,
Darren,ZagreusHome_,0411,ZagreusHome_0411,,,,Hey how'd you get in here?,,,,
Integrated,ZagreusHome_,0412,ZagreusHome_0412,,,,What...?,,,,
Integrated,ZagreusHome_,0413,ZagreusHome_0413,,,,"Orpheus, you're back! I guess you've heard the latest with me, then. But I'm all right, just, might be gone a while, sorting some things out. So take care, and don't worry, mate. Father can't make you sing if you don't want to.",,,,
Integrated,ZagreusHome_,0418,ZagreusHome_0418,,,,Achilles must have been incredible back when he was alive.,,,,
Integrated,ZagreusHome_,0419,ZagreusHome_0419,,,,Aphrodite herself. Wonder if I could get this signed.,,,,
Integrated,ZagreusHome_,0420,ZagreusHome_0420,,,,"Bronze weapons... made crudely, but they had the right idea.",,,,
Integrated,ZagreusHome_,0421,ZagreusHome_0421,,,,Always wanted my own scrying pool.,,,,
Integrated,ZagreusHome_,0422,ZagreusHome_0422,,,,Power.,,,,
Integrated,ZagreusHome_,0423,ZagreusHome_0423,,,,My power grows.,,,,
Integrated,ZagreusHome_,0424,ZagreusHome_0424,,,,Done.,,,,
Integrated,ZagreusHome_,0425,ZagreusHome_0425,,,,Looking good.,,,,
Integrated,ZagreusHome_,0426,ZagreusHome_0426,,,,I've no more Darkness.,,,,
Integrated,ZagreusHome_,0427,ZagreusHome_0427,,,,I need more Darkness.,,,,
Integrated,ZagreusHome_,0428,ZagreusHome_0428,,,,That's beyond my means.,,,,
Integrated,ZagreusHome_,0429,ZagreusHome_0429,,,,I can't do that yet.,,,,
Integrated,ZagreusHome_,0430,ZagreusHome_0430,,,,No good.,,,,
Integrated,ZagreusHome_,0431,ZagreusHome_0431,,,,Not possible.,,,,
Integrated,ZagreusHome_,0432,ZagreusHome_0432,,,,Nothing happened.,,,,
Integrated,ZagreusHome_,0433,ZagreusHome_0433,,,,Didn't work.,,,,
Integrated,ZagreusHome_,0434,ZagreusHome_0434,,,,Nothing.,,,,
Integrated,ZagreusHome_,0436,ZagreusHome_0436,,,,"Cheer up, boy, it'll be all right.",,,,
Integrated,ZagreusHome_,0437,ZagreusHome_0437,,,,"Don't even think about it, boy.",,,,
Integrated,ZagreusHome_,0438,ZagreusHome_0438,,,,Where's Cerberus?,,,,
Integrated,ZagreusHome_,0439,ZagreusHome_0439,,,,Cerberus must be asleep somewhere.,,,,
Integrated,ZagreusHome_,0440,ZagreusHome_0440,,,,No sign of Cerberus for now.,,,,
Integrated,ZagreusHome_,0441,ZagreusHome_0441,,,,Hey where's Hypnos?,,,,
Integrated,ZagreusHome_,0442,ZagreusHome_0442,,,,Hypnos must be on break.,,,,
Integrated,ZagreusHome_,0443,ZagreusHome_0443,,,,What happened to Hypnos?,,,,
Integrated,ZagreusHome_,0444,ZagreusHome_0444,,,,Achilles is off duty.,,,,
Integrated,ZagreusHome_,0445,ZagreusHome_0445,,,,Must have missed Achilles.,,,,
Integrated,ZagreusHome_,0446,ZagreusHome_0446,,,,Achilles on break I guess.,,,,
Integrated,ZagreusHome_,0447,ZagreusHome_0447,,,,No sign of Dusa.,,,,
Integrated,ZagreusHome_,0448,ZagreusHome_0448,,,,Dusa's probably cleaning the rafters.,,,,
Integrated,ZagreusHome_,0449,ZagreusHome_0449,,,,Dusa's not here.,,,,
Integrated,ZagreusHome_,0450,ZagreusHome_0450,,,,Nyx isn't around.,,,,
Integrated,ZagreusHome_,0451,ZagreusHome_0451,,,,Nyx must be someplace else.,,,,
Integrated,ZagreusHome_,0452,ZagreusHome_0452,,,,Wonder where Nyx went.,,,,
Integrated,ZagreusHome_,0453,ZagreusHome_0453,,,,Let's just have a listen.,,,,
Integrated,ZagreusHome_,0454,ZagreusHome_0454,,,,What are they on about now.,,,,
